user_id,history
1574,"Gulliver's Travels - Who Framed Roger Rabbit? - Little Mermaid, The"
1575,"Untouchables, The - Indiana Jones and the Last Crusade - Matrix, The"
1576,Return to Me - Prizzi's Honor - Benny & Joon
1577,Sliding Doors - Tampopo - Amadeus
1578,Goldfinger - Full Metal Jacket - Rocky
1579,Doctor Zhivago - Nurse Betty - Stop! Or My Mom Will Shoot
1580,"Philadelphia Story, The - My Fair Lady - Groundhog Day"
1581,Austin Powers: The Spy Who Shagged Me - Boys Don't Cry - Big Daddy
1582,"Baby Geniuses - Bone Collector, The"
1583,"Superstar - Tender Mercies - Thomas Crown Affair, The"
1584,Chuck & Buck - Road Trip - Battlefield Earth
1585,Bull Durham - Ferris Bueller's Day Off - Airplane!
1586,"Little Shop of Horrors - Jungle Book, The - Dumbo"
1587,"Barbarella - Stepford Wives, The - Mimic"
1588,"Naked Gun: From the Files of Police Squad!, The - Beetlejuice - Rushmore"
1589,"Airplane II: The Sequel - Amityville Horror, The - From Dusk Till Dawn"
1590,"Fish Called Wanda, A - Rain Man - Little Mermaid, The"
1591,"Mask of Zorro, The - Maverick - Star Trek: Generations"
1592,Parenthood - High Fidelity - Risky Business
1593,"X-Men - Perfect Storm, The - Patriot, The"
1594,"Repo Man - Nightmare Before Christmas, The - Mystery Science Theater 3000: The Movie"
1595,Time Bandits - Roger & Me - Bull Durham
1596,"Sixth Sense, The - Thomas Crown Affair, The"
1597,Jerry Maguire - Jackie Brown - Trading Places
1598,"Coneheads - Net, The - Swamp Thing"
1599,"Free Willy 3: The Rescue - Death Wish 3 - Blue Lagoon, The"
1600,"Absent Minded Professor, The - Back to School - Devil in a Blue Dress"
1601,"U Turn - Big Hit, The - World Is Not Enough, The"
1602,"All About My Mother (Todo Sobre Mi Madre) - Matrix, The - Pulp Fiction"
1603,"Conspiracy Theory - Client, The - Big Lebowski, The"
1604,"Red Violin, The (Le Violon rouge) - Sling Blade"
1605,Central Station (Central do Brasil) - Me Myself I - Topsy-Turvy
1606,"Firm, The - Pacific Heights - Palmetto"
1607,Insomnia - Gridlock'd - Live Flesh
1608,"Sixth Sense, The - Stuart Little - Simply Irresistible"
1609,Holiday Inn - White Christmas - Cabaret
1610,Heat - Cape Fear - Casino
1611,For Love of the Game - Indiana Jones and the Last Crusade - Indiana Jones and the Temple of Doom
1612,"Patriot, The - Terminator 2: Judgment Day"
1613,"Lord of the Rings, The - Spy Who Loved Me, The - Robin Hood"
1614,"Cliffhanger - Mission: Impossible - Lost World: Jurassic Park, The"
1615,Meet the Parents - Girlfight
1616,"Blown Away - Peacemaker, The - Tomorrow Never Dies"
1617,Groundhog Day - Sling Blade - Unforgiven
1618,"French Connection, The - Boys of St. Vincent, The - My Left Foot"
1619,"Bridge on the River Kwai, The - North by Northwest - Hustler, The"
1620,Grosse Pointe Blank - Go - Night Falls on Manhattan
1621,"Shaft - Whole Nine Yards, The"
1622,Hot Shots! Part Deux - Independence Day (ID4) - Canadian Bacon
1623,"Robocop - Fly, The - Face/Off"
1624,"Golden Child, The - Condorman - Con Air"
1625,"Clan of the Cave Bear, The - Cruel Intentions - Dick"
1626,"Green Mile, The - Awakenings - Clockers"
1627,Men in Black - She's the One - Bamboozled
1628,"Arsenic and Old Lace - Last Emperor, The - Say Anything..."
1629,Fallen - Die Hard: With a Vengeance - From Dusk Till Dawn
1630,Barb Wire - Puppet Master III: Toulon's Revenge - Highlander III: The Sorcerer
1631,"Blue Hawaii - American Tail: Fievel Goes West, An - Mirror Has Two Faces, The"
1632,"My Tutor - Karate Kid, Part II, The - Nine 1/2 Weeks"
1633,"Lost World: Jurassic Park, The - From Dusk Till Dawn - Wes Craven's New Nightmare"
1634,"Joy Luck Club, The - Little Women - Crimson Tide"
1635,"Candleshoe - Jaws 2 - Concorde: Airport '79, The"
1636,Ed Wood - Wild Wild West - Velvet Goldmine
1637,Species - Alien³ - Sphere
1638,"American Beauty - Dog Day Afternoon - Shawshank Redemption, The"
1639,Wag the Dog - Get Shorty - Taste of Cherry
1640,Days of Thunder - Judge Dredd - Barb Wire
1641,Frequency - Down to You - Boiler Room
1642,Freaky Friday - Everything You Always Wanted to Know About Sex - Force 10 from Navarone
1643,"Hidden, The - Poltergeist - Eraserhead"
1644,What Lies Beneath - X-Men - Ghost in the Shell (Kokaku kidotai)
1645,"Wild Wild West - High Fidelity - Beach, The"
1646,Canadian Bacon - Rob Roy - Renaissance Man
1647,"Broken Arrow - General's Daughter, The - My Fellow Americans"
1648,"Terminator 2: Judgment Day - Professional, The (a.k.a. Leon: The Professional) - Patriot Games"
1649,American Beauty - Casablanca - GoodFellas
1650,Freedom for Us (À nous la liberté ) - Snow White and the Seven Dwarfs - Citizen Kane
1651,Platoon - Star Wars: Episode VI - Return of the Jedi - Return to Me
1652,Airplane II: The Sequel - Any Given Sunday - Legends of the Fall
1653,"Clerks - Bug's Life, A"
1654,"Repo Man - English Patient, The - Raging Bull"
1655,Wayne's World 2 - Man on the Moon - Die Hard
1656,"X-Men - Perfect Storm, The"
1657,"101 Dalmatians - Sleeping Beauty - Muppet Movie, The"
1658,"Lady and the Tramp - Big Lebowski, The - L.A. Story"
1659,"Patriot, The - High Fidelity - Dirty Dancing"
1660,"Blade Runner - Honey, I Shrunk the Kids - River Runs Through It, A"
1661,"Remains of the Day, The - Buena Vista Social Club - Nobody's Fool"
1662,William Shakespeare's Romeo and Juliet - Shakespeare in Love
1663,What's Eating Gilbert Grape - Dances with Wolves - Quiz Show
1664,Groundhog Day - Wayne's World
1665,"Sneakers - Independence Day (ID4) - Fifth Element, The"
1666,Starship Troopers - Mars Attacks! - G.I. Jane
1667,"Jaws 2 - Bodyguard, The - End of Days"
1668,Cool Hand Luke - Three Kings - 12 Angry Men
1669,"Fisher King, The - L.A. Story - Grosse Pointe Blank"
1670,"Murphy's Romance - Ghostbusters - Little Mermaid, The"
1671,"Lost Horizon - Fitzcarraldo - Grapes of Wrath, The"
1672,"As Good As It Gets - Rushmore - Player, The"
1673,"Hook - Holy Man - Simple Twist of Fate, A"
1674,Aladdin - Clueless
1675,Missing in Action 2: The Beginning - Street Fighter - Batman & Robin
1676,Who's Harry Crumb? - Police Academy 2: Their First Assignment - Police Academy 4: Citizens on Patrol
1677,Mickey Blue Eyes - Mission to Mars - Mission: Impossible 2
1678,Back to the Future - Willow - Beetlejuice
1679,Who Framed Roger Rabbit? - Wild Wild West - eXistenZ
1680,Practical Magic - Enchanted April - Feeling Minnesota
1681,Get Carter - Close Encounters of the Third Kind - Drunken Master (Zui quan)
1682,"Nosferatu (Nosferatu, eine Symphonie des Grauens) - Psycho - Shining, The"
1683,"Poltergeist II: The Other Side - Karate Kid, Part II, The - Blue Lagoon, The"
1684,"Replacements, The - Frequency - American Psycho"
1685,Nico Icon - Jungle Fever - Wilde
1686,Edward Scissorhands - Santa Claus: The Movie - Final Destination
1687,"Goodbye Girl, The - Shampoo - Last Detail, The"
1688,Men in Black - Mission: Impossible - Flight of the Navigator
1689,"Usual Suspects, The - Reservoir Dogs - Terminator 2: Judgment Day"
1690,"Simply Irresistible - Stigmata - Story of Us, The"
1691,"Next Best Thing, The - Hanging Up - Christmas Story, A"
1692,"Princess Bride, The - Breaking Away - Prizzi's Honor"
1693,Jerry Maguire - Fletch - Contact
1694,"Dr. No - Fifth Element, The - Mad Max"
1695,Wings of Desire (Der Himmel über Berlin) - Brazil - Austin Powers: The Spy Who Shagged Me
1696,"Starman - Titanic - Firm, The"
1697,"Hoosiers - Right Stuff, The - Dirty Dozen, The"
1698,"Henry Fool - Brothers McMullen, The - Outrageous Fortune"
1699,"Three Colors: White - Unforgiven - Big Chill, The"
1700,Rules of Engagement - Boiler Room - Autumn in New York
1701,"Ever After: A Cinderella Story - Time to Kill, A - Titus"
1702,Pleasantville - Tarzan - Field of Dreams
1703,Jurassic Park - Dark City - Face/Off
1704,Father of the Bride - I Know What You Did Last Summer - I Still Know What You Did Last Summer
1705,"Wedding Singer, The - Truman Show, The - It's My Party"
1706,Final Destination - Where the Heart Is - Ghost Dog: The Way of the Samurai
1707,Three Kings - Queen Margot (La Reine Margot) - What's Eating Gilbert Grape
1708,Cruel Intentions - Ghostbusters
1709,"Flintstones, The - American Werewolf in Paris, An - Gods Must Be Crazy II, The"
1710,Twin Dragons (Shuang long hui) - Ghost in the Shell (Kokaku kidotai) - Sixteen Candles
1711,Indochine - Grumpier Old Men - Keeping the Faith
1712,Where Eagles Dare - As Good As It Gets - Blazing Saddles
1713,Rules of Engagement - Final Destination
1714,Pink Floyd - The Wall - Night Shift - For Your Eyes Only
1715,Get Carter - Meet the Parents - Wonder Boys
1716,"Runaway Bride - Stigmata - Thirteenth Floor, The"
1717,"Slums of Beverly Hills, The - Romy and Michele's High School Reunion - Pretty Woman"
1718,"Seven (Se7en) - Simple Plan, A - Few Good Men, A"
1719,"Civil Action, A - Deep Blue Sea - Cruel Intentions"
1720,One Flew Over the Cuckoo's Nest - American Graffiti - Jaws
1721,"Little Mermaid, The - Little Shop of Horrors - Christmas Vacation"
1722,"Brother from Another Planet, The - E.T. the Extra-Terrestrial - Day the Earth Stood Still, The"
1723,Firestorm - Mrs. Doubtfire - St. Elmo's Fire
1724,Lethal Weapon 4 - Showgirls - Indecent Proposal
1725,"Gattaca - Matrix, The - Unforgiven"
1726,Universal Soldier - Marked for Death - Hard Rain
1727,Airplane II: The Sequel - Exit to Eden - Ghostbusters II
1728,"Psycho - Birds, The - Alien"
1729,American Psycho - But I'm a Cheerleader - Alice and Martin (Alice et Martin)
1730,"Nightmare on Elm Street 4: The Dream Master, A - Nightmare on Elm Street Part 2: Freddy's Revenge, A"
1731,Crime and Punishment in Suburbia - Here on Earth - Scream 3
1732,"Skulls, The - Black and White - American Beauty"
1733,"SubUrbia - Terminator 2: Judgment Day - Texas Chainsaw Massacre, The"
1734,Picnic at Hanging Rock - Stand by Me - Five Easy Pieces
1735,Lethal Weapon 4 - Lethal Weapon 3 - In & Out
1736,House II: The Second Story - Police Academy 4: Citizens on Patrol - Who's That Girl?
1737,Milk Money - Hellraiser III: Hell on Earth - Solo
1738,"Summer of Sam - South Park: Bigger, Longer and Uncut - Stuart Little"
1739,"Taking of Pelham One Two Three, The - X-Men - Nurse Betty"
1740,"Braveheart - Rocky Horror Picture Show, The - Terminator 2: Judgment Day"
1741,Singin' in the Rain - Rebecca - Roman Holiday
1742,"Out of Sight - Matrix, The - Fugitive, The"
1743,"Wizard of Oz, The - When We Were Kings - Paradise Lost: The Child Murders at Robin Hood Hills"
1744,Help! - Moonstruck - Wag the Dog
1745,Scream 3 - Shakespeare in Love - Stir of Echoes
1746,This Is Spinal Tap - Duck Soup - Raising Arizona
1747,Basic Instinct - Batman - Bastard Out of Carolina
1748,"McCabe & Mrs. Miller - Hustler, The - Atlantic City"
1749,"Booty Call - House of Yes, The - Hercules"
1750,"Legends of the Fall - Rocky Horror Picture Show, The - Tigger Movie, The"
1751,Boogie Nights - Men in Black
1752,Chasing Amy - Wag the Dog - Short Cuts
1753,One Flew Over the Cuckoo's Nest - Pulp Fiction - Midnight Cowboy
1754,Up in Smoke - American History X - Titanic
1755,"Fisher King, The - So I Married an Axe Murderer - Wedding Singer, The"
1756,"Thomas Crown Affair, The - Talented Mr. Ripley, The - Toy Story 2"
1757,"13th Warrior, The - Payback - Devil's Advocate, The"
1758,Weird Science - One Fine Day - Mary Shelley's Frankenstein
1759,Coneheads - Mickey Blue Eyes - Drop Dead Fred
1760,My Best Friend's Wedding - 10 Things I Hate About You - Bram Stoker's Dracula
1761,Cocoon - Star Trek: Generations - Back to the Future Part III
1762,Heat - True Lies - Hoop Dreams
1763,"As Good As It Gets - Blazing Saddles - Blues Brothers, The"
1764,In & Out - Robin Hood: Men in Tights - Kissing a Fool
1765,Hellbound: Hellraiser II - Hellraiser - Rules of Engagement
1766,"Magnolia - Rudy - Brothers McMullen, The"
1767,Star Wars: Episode IV - A New Hope - Brazil - 2001: A Space Odyssey
1768,Everything You Always Wanted to Know About Sex - Pink Flamingos - Carrie
1769,She's All That - Runaway Bride - Shakespeare in Love
1770,European Vacation - Harry and the Hendersons - Ghostbusters II
1771,"Dark Crystal, The - Mad Max"
1772,Exotica - Eyes Wide Shut - Frances
1773,"Bronx Tale, A - Sneakers - Crimson Tide"
1774,"Nightmare on Elm Street 5: The Dream Child, A - Halloween 5: The Revenge of Michael Myers - Nightmare on Elm Street Part 2: Freddy's Revenge, A"
1775,"Serpico - Untouchables, The - Grifters, The"
1776,"Replacements, The - Pitch Black - Nutty Professor II: The Klumps"
1777,"Big Sleep, The - Kicking and Screaming - Conversation, The"
1778,"Grease - Dirty Work - Brady Bunch Movie, The"
1779,"Home Fries - Cable Guy, The - Road to Wellville, The"
1780,B*A*P*S - X-Men - Space Cowboys
1781,"Escape to Witch Mountain - Indian in the Cupboard, The - Pagemaster, The"
1782,"Sixth Sense, The - Snow Falling on Cedars - Sleepy Hollow"
1783,"Swingers - Matrix, The"
1784,"Island of Dr. Moreau, The - My Life in Pink (Ma vie en rose) - Shawshank Redemption, The"
1785,Road Trip - 10 Things I Hate About You - L.A. Confidential
1786,Braveheart - Terminator 2: Judgment Day - Chicken Run
1787,Best in Show - Chinatown - L.A. Confidential
1788,Titanic - Crash - Kissed
1789,Rules of Engagement - Coyote Ugly - I Dreamed of Africa
1790,"Star Wars: Episode I - The Phantom Menace - Christmas Story, A - Conan the Barbarian"
1791,"Jackie Brown - Gridlock'd - Limey, The"
1792,You've Got Mail - It Could Happen to You - Congo
1793,Conspiracy Theory - Bad Boys - Independence Day (ID4)
1794,"Running Man, The - Verdict, The - X-Men"
1795,Blade Runner - E.T. the Extra-Terrestrial
1796,"For All Mankind - Hoop Dreams - War Room, The"
1797,Barry Lyndon - Eat Drink Man Woman - Frankenstein
1798,"Gandhi - Wild Bunch, The - Full Metal Jacket"
1799,"Last of the Mohicans, The - Four Weddings and a Funeral - Piano, The"
1800,Seven (Se7en) - On the Waterfront - Sneakers
1801,"Amityville Horror, The - Grumpy Old Men"
1802,"Omen, The - Gremlins - Night of the Living Dead"
1803,"South Park: Bigger, Longer and Uncut - Zero Effect - Clueless"
1804,Batman - Romancing the Stone - True Lies
1805,"Muppet Movie, The - Wizard of Oz, The - Aladdin"
1806,Mouse Hunt - Billy Madison - Outbreak
1807,"Blade - Little Shop of Horrors, The - Rocky Horror Picture Show, The"
1808,"Fantasia 2000 - Princess Mononoke, The (Mononoke Hime) - Star Wars: Episode I - The Phantom Menace"
1809,"She's All That - South Park: Bigger, Longer and Uncut - Stir of Echoes"
1810,Absolute Power - U Turn - Basic Instinct
1811,"Pacific Heights - Run Silent, Run Deep - Sixth Sense, The"
1812,"Afterglow - American Psycho - 'burbs, The"
1813,Strictly Ballroom - Out of Sight
1814,"Godzilla - Island of Dr. Moreau, The - Species II"
1815,Mars Attacks! - Independence Day (ID4) - Super Mario Bros.
1816,Dances with Wolves - Total Recall - Ladyhawke
1817,"Excalibur - Santa Clause, The - Alien"
1818,"Nutty Professor, The - Legend - Tron"
1819,"20,000 Leagues Under the Sea - Big - Beetlejuice"
1820,"Final Destination - Any Given Sunday - Godfather: Part II, The"
1821,Gone with the Wind - Secret Agent - Murder!
1822,"Matrix, The - Negotiator, The - Heat"
1823,Babe - Clueless - Forrest Gump
1824,My Blue Heaven - Days of Thunder - Bait
1825,And the Band Played On - Jeffrey - Hamlet
1826,Local Hero - Cool Hand Luke - Toy Story
1827,"Virgin Suicides, The - Nurse Betty - Perfect Storm, The"
1828,"Say Anything... - Pink Floyd - The Wall - Shining, The"
1829,Shallow Grave - L.A. Confidential - Sling Blade
1830,Jurassic Park - Die Hard 2 - Total Recall
1831,"X-Men - Usual Suspects, The - L.A. Confidential"
1832,"Boys Life - Cider House Rules, The - Star Maps"
1833,"Edward Scissorhands - Brothers McMullen, The - Shanghai Noon"
1834,"Bone Collector, The - Blair Witch Project, The - Clan of the Cave Bear, The"
1835,Fear - Killing Zoe - In the Line of Fire
1836,Primary Colors - Philadelphia - Rear Window
1837,Speed - Defending Your Life - Immortal Beloved
1838,Boiler Room - Shanghai Noon - 28 Days
1839,"U.S. Marshalls - World Is Not Enough, The - Mission: Impossible"
1840,Dark City - Blade Runner
1841,Tales from the Crypt Presents: Bordello of Blood - In the Army Now - BASEketball
1842,"Pretty Woman - True Lies - Talented Mr. Ripley, The"
1843,Young Frankenstein - Harold and Maude - American Graffiti
1844,Gladiator - Boiler Room
1845,Dolores Claiborne - Orlando - Interview with the Vampire
1846,Atlantic City - Drugstore Cowboy - Prizzi's Honor
1847,"Sweet Hereafter, The - Secrets & Lies - Ice Storm, The"
1848,"Boogie Nights - Sound of Music, The"
1849,"Negotiator, The - Enemy of the State"
1850,Star Wars: Episode IV - A New Hope - Aliens - Star Wars: Episode V - The Empire Strikes Back
1851,"Favor, The - American Pie - Groundhog Day"
1852,"Predator - X-Files: Fight the Future, The - Abyss, The"
1853,Vacation - Analyze This - Splash
1854,Six Days Seven Nights - Gremlins - Funny Farm
1855,In Too Deep - Lethal Weapon 3 - G.I. Jane
1856,"Godzilla - Fly II, The - Congo"
1857,"Mask of Zorro, The - Jurassic Park - Mad City"
1858,Hercules - Little Nemo: Adventures in Slumberland - Anastasia
1859,"Apostle, The - Hamlet - Taxi Driver"
1860,Conquest of the Planet of the Apes - Alien³ - Mad Max Beyond Thunderdome
1861,"Grease - Pink Flamingos - Last of the Mohicans, The"
1862,"Small Time Crooks - American Beauty - Wrong Trousers, The"
1863,"Being John Malkovich - Producers, The - Deliverance"
1864,Dancer in the Dark - Best in Show
1865,"Game, The - Little Princess, A - Hurlyburly"
1866,Mars Attacks! - In & Out - Good Will Hunting
1867,Ferris Bueller's Day Off - Soapdish - Victor/Victoria
1868,"Arsenic and Old Lace - Big Sleep, The - Maltese Falcon, The"
1869,Manhattan - Searching for Bobby Fischer - Jude
1870,Sabrina - My Best Friend's Wedding - Bulworth
1871,Bull Durham - Roger & Me - Sleeper
1872,"City Lights - General, The - Duck Soup"
1873,Alien - Amadeus - Backdraft
1874,"Double Indemnity - Serpico - Sting, The"
1875,"Back to the Future - Terminator, The - Alien"
1876,Double Jeopardy - Drop Dead Gorgeous - Star Wars: Episode V - The Empire Strikes Back
1877,"Gun Shy - Here on Earth - Beach, The"
1878,"Wishmaster - Total Recall - Fifth Element, The"
1879,"Unforgiven - Henry V - Shining, The"
1880,"Omega Man, The - Three Days of the Condor - Coma"
1881,"Out-of-Towners, The - Batman Returns - My Best Friend's Wedding"
1882,Mediterraneo - Mars Attacks! - Blue Velvet
1883,"Mirror Has Two Faces, The - Grumpier Old Men - Up Close and Personal"
1884,"Virgin Suicides, The - American Gigolo - High Noon"
1885,Fantasia - Sleeping Beauty - Lady and the Tramp
1886,"Cell, The - Contender, The - Schindler's List"
1887,Beneath the Planet of the Apes - Death Wish - Battle for the Planet of the Apes
1888,"Star Trek VI: The Undiscovered Country - Lost World: Jurassic Park, The - Jurassic Park"
1889,Disclosure - Flawless - European Vacation
1890,Little Big Man - High Plains Drifter - Shane
1891,Die Hard: With a Vengeance - Eyes Wide Shut - Edward Scissorhands
1892,Apocalypse Now - One Flew Over the Cuckoo's Nest
1893,Time Code - Sunshine - Center Stage
1894,Angela's Ashes - Titanic - This Is My Father
1895,"Limey, The - Batman - Citizen Kane"
1896,Rosemary's Baby - In the Heat of the Night - Lost Horizon
1897,"Raisin in the Sun, A - West Side Story - Man and a Woman, A (Un Homme et une Femme)"
1898,"Sense and Sensibility - Red Violin, The (Le Violon rouge) - Terminator 2: Judgment Day"
1899,Nixon - Peggy Sue Got Married - Malice
1900,Stir of Echoes - Shakespeare in Love - Snow Falling on Cedars
1901,Heaven Can Wait - Superman - Magnum Force
1902,Fear - Wild Things - Dead Again
1903,"Nosferatu (Nosferatu, eine Symphonie des Grauens) - World of Apu, The (Apur Sansar) - My Life as a Dog (Mitt liv som hund)"
1904,Misery - Gremlins - Fright Night
1905,"African Queen, The - L.A. Confidential - My Left Foot"
1906,Repo Man - Stand by Me - Edward Scissorhands
1907,"Streetcar Named Desire, A - All Quiet on the Western Front"
1908,Payback - Message in a Bottle - True Crime
1909,Reservoir Dogs - Out of Sight - Go
1910,Next Friday - Nutty Professor II: The Klumps - Romeo Must Die
1911,"It's a Wonderful Life - Dead Man - Man Who Knew Too Much, The"
1912,"Apollo 13 - Breaking the Waves - Cradle Will Rock, The"
1913,101 Dalmatians - Who Framed Roger Rabbit? - Star Wars: Episode IV - A New Hope
1914,"Rushmore - South Park: Bigger, Longer and Uncut"
1915,"Amityville Horror, The - Lost World: Jurassic Park, The - Santa Claus: The Movie"
1916,Little Voice - Help! - Hilary and Jackie
1917,Unforgiven - Fargo - Spartacus
1918,Braveheart - Unforgiven
1919,Sleepwalkers - Species II - Vampires
1920,Ghostbusters II - Jaws 2 - Damien: Omen II
1921,Homeward Bound II: Lost in San Francisco - Waterworld - Escape from L.A.
1922,Pushing Tin - Schindler's List - Apollo 13
1923,Scary Movie - I'm the One That I Want - Space Cowboys
1924,"Day of the Beast, The (El Día de la bestia) - Toy Story 2 - Babe"
1925,"Apocalypse Now - Longest Day, The - Guns of Navarone, The"
1926,"First Knight - Diabolique - Clan of the Cave Bear, The"
1927,Grumpy Old Men - From Dusk Till Dawn
1928,"Thomas Crown Affair, The - Fifth Element, The - Nick of Time"
1929,Double Jeopardy - Dinosaur - Election
1930,Shower (Xizhao) - Buffalo 66 - Antz
1931,"Time Bandits - NeverEnding Story, The - Tron"
1932,"Honey, I Shrunk the Kids - Tron - NeverEnding Story, The"
1933,"From Dusk Till Dawn - Rudy - Black Cauldron, The"
1934,"Romy and Michele's High School Reunion - Rushmore - South Park: Bigger, Longer and Uncut"
1935,"Godzilla 2000 (Gojira ni-sen mireniamu) - Romeo Must Die - Kid, The"
1936,Legends of the Fall - Rudy - Any Given Sunday
1937,Time Bandits - Rain Man - Caddyshack
1938,"Running Man, The - Starship Troopers - Dick Tracy"
1939,"Westworld - Rocky Horror Picture Show, The - Cocoon"
1940,"Alien - Exorcist, The - Jacob's Ladder"
1941,Virtuosity - Cocoon: The Return - I Confess
1942,"Marvin's Room - Hurricane, The - One True Thing"
1943,"Meet Me in St. Louis - Lady and the Tramp - Suddenly, Last Summer"
1944,"Return to Me - Me Myself I - Patriot, The"
1945,"Perfect World, A - Heat - Operation Condor (Feiying gaiwak)"
1946,L.A. Story - Indiana Jones and the Temple of Doom - Raiders of the Lost Ark
1947,"Shining, The - Idle Hands - Exorcist, The"
1948,Blues Brothers 2000 - Broken Arrow - Con Air
1949,"Alive - Abyss, The - Poison Ivy: New Seduction"
1950,Scream - Nightwatch - Bram Stoker's Dracula
1951,"Wonder Boys - Scary Movie - Original Kings of Comedy, The"
1952,Pretty in Pink - Trading Places - Murphy's Romance
1953,"Dances with Wolves - Room with a View, A - What Planet Are You From?"
1954,How Stella Got Her Groove Back - Chicken Run - Erin Brockovich
1955,Runaway Bride - Rushmore - She's All That
1956,Hook - Space Jam - Small Soldiers
1957,"Get Real - Player, The - Raising Arizona"
1958,"Untouchables, The - She's All That - Rules of Engagement"
1959,Sense and Sensibility - Gloria - Big Night
1960,"Gods Must Be Crazy, The - Fletch - Good Morning, Vietnam"
1961,Batman - Highlander - Indiana Jones and the Temple of Doom
1962,"Crucible, The - Dead Presidents - Bodyguard, The"
1963,"Van, The - Jerry Maguire - Some Folks Call It a Sling Blade"
1964,"Professional, The (a.k.a. Leon: The Professional) - Edward Scissorhands"
1965,Saving Private Ryan - Some Folks Call It a Sling Blade - Sling Blade
1966,"Alien - Thing, The - Bride of Re-Animator"
1967,"Shakespeare in Love - Secret of Roan Inish, The"
1968,"GoldenEye - Long Kiss Goodnight, The - Die Hard: With a Vengeance"
1969,"Soul Man - 'burbs, The - Weekend at Bernie's"
1970,"Casablanca - North by Northwest - General, The"
1971,When Harry Met Sally... - Ferris Bueller's Day Off - Back to the Future
1972,"Bull Durham - Butch Cassidy and the Sundance Kid - Boat, The (Das Boot)"
1973,"Fly, The - Sound of Music, The - Nightmare Before Christmas, The"
1974,"Apostle, The - Breaking the Waves - Ice Storm, The"
1975,Kelly's Heroes - M*A*S*H - Blazing Saddles
1976,"Joy Luck Club, The - That Old Feeling - Birdcage, The"
1977,"Harold and Maude - Twelve Chairs, The - Shakespeare in Love"
1978,"Sixth Sense, The - M*A*S*H - Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"
1979,X-Men - My Dog Skip - Mission: Impossible 2
1980,"Relic, The - Psycho Beach Party - House II: The Second Story"
1981,Shadow of a Doubt - Chinatown - Touch of Evil
1982,"Austin Powers: International Man of Mystery - Ghost and the Darkness, The - Wayne's World"
1983,Encino Man - Home Alone - Party Girl
1984,Last Man Standing - Independence Day (ID4) - Beverly Hills Ninja
1985,"King Kong - Johnny Mnemonic - Rocketeer, The"
1986,"Dances with Wolves - Silence of the Lambs, The"
1987,Who Framed Roger Rabbit? - Peter Pan - Snow White and the Seven Dwarfs
1988,Die Hard 2 - ...And Justice for All - Dead Ringers
1989,Legends of the Fall - From Dusk Till Dawn - Beyond the Mat
1990,"Ben-Hur - Life Is Beautiful (La Vita è bella) - Color Purple, The"
1991,Pulp Fiction - Crumb
1992,"Cocoon - Good Morning, Vietnam - Gremlins"
1993,Better Off Dead... - Army of Darkness
1994,"Fugitive, The - Grifters, The - Few Good Men, A"
1995,"McHale's Navy - NeverEnding Story, The - Big"
1996,Crocodile Dundee - GoldenEye - Mission: Impossible
1997,"Hudsucker Proxy, The - Dumb & Dumber - Happy Gilmore"
1998,"Galaxy Quest - Bug's Life, A - Parenthood"
1999,"Stand by Me - Breakfast Club, The - Mary Poppins"
2000,"Monty Python and the Holy Grail - Christmas Story, A - Rushmore"
2001,"Taking of Pelham One Two Three, The - Stir of Echoes - Talented Mr. Ripley, The"
2002,"American President, The - Analyze This - Rocky Horror Picture Show, The"
2003,"Little Princess, A - Dinosaur - Little Big League"
2004,Cocoon: The Return - Highlander III: The Sorcerer - Congo
2005,"Story of Us, The - Titan A.E. - Talented Mr. Ripley, The"
2006,Peter Pan - Meet Me in St. Louis - Victor/Victoria
2007,"Ordinary People - Christmas Story, A - Five Easy Pieces"
2008,"Rear Window - Sixth Sense, The - Reservoir Dogs"
2009,"Thelma & Louise - Affliction - Dreamlife of Angels, The (La Vie rêvée des anges)"
2010,"Bram Stoker's Dracula - Far and Away - 13th Warrior, The"
2011,"Mystery Science Theater 3000: The Movie - Cool Runnings - Wedding Singer, The"
2012,Ladyhawke - Hook - Dragonheart
2013,"Rocky Horror Picture Show, The - Arachnophobia - Adventures of Buckaroo Bonzai Across the 8th Dimension, The"
2014,"Clockwork Orange, A - Mad Max 2 (a.k.a. The Road Warrior) - Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"
2015,Gung Ho - Renaissance Man - Love Stinks
2016,"Enemy of the State - Longest Day, The - Rock, The"
2017,"Big Lebowski, The - Sommersby - Schindler's List"
2018,"Naked Gun 33 1/3: The Final Insult - Butcher's Wife, The - Silent Fall"
2019,"Thomas Crown Affair, The - Talented Mr. Ripley, The - Who Framed Roger Rabbit?"
2020,"Die Hard 2 - Negotiator, The - Arlington Road"
2021,Outbreak - Conspiracy Theory - Starship Troopers
2022,With Honors - Ed Wood - Total Recall
2023,"Few Good Men, A - Sneakers - Donnie Brasco"
2024,"Austin Powers: The Spy Who Shagged Me - Tin Men - Honey, I Shrunk the Kids"
2025,Deliverance - Indiana Jones and the Last Crusade - Ben-Hur
2026,"Wild Bunch, The - Once Upon a Time in the West - For a Few Dollars More"
2027,"Forget Paris - Bronx Tale, A - Austin Powers: International Man of Mystery"
2028,"Nightmare Before Christmas, The - Men in Black - Little Odessa"
2029,Muppets From Space - Kingpin - Romancing the Stone
